#Time(s) flow thruput(Mb/s)
2.6s 5 0
2.6s 6 53.2864
2.6s 7 9.2672
2.6s 8 32.4352
2.6s 9 40.544
2.61s 0 381.114
2.61s 1 1.1584
2.61s 2 121.632
2.61s 3 1.1584
2.61s 4 125.107
2.61s 5 3.4752
2.61s 6 99.6224
2.61s 7 1.1584
2.61s 8 148.275
2.61s 9 130.899
2.62s 0 42.8608
2.62s 1 0
2.62s 2 18.5344
2.62s 3 0
2.62s 4 106.573
2.62s 5 2.3168
2.62s 6 46.336
2.62s 7 0
2.62s 8 10.4256
2.62s 9 31.2768
2.63s 0 106.573
2.63s 1 5.792
2.63s 2 194.611
2.63s 3 13.9008
2.63s 4 258.323
2.63s 5 70.6624
2.63s 6 38.2272
2.63s 7 41.7024
2.63s 8 220.096
2.63s 9 1.1584
2.64s 0 215.462
2.64s 1 18.5344
2.64s 2 0
2.64s 3 1.1584
2.64s 4 59.0784
2.64s 5 54.4448
2.64s 6 27.8016
2.64s 7 33.5936
2.64s 8 23.168
2.64s 9 0
2.65s 0 221.254
2.65s 1 125.107
2.65s 2 100.781
2.65s 3 0
2.65s 4 46.336
2.65s 5 143.642
2.65s 6 130.899
2.65s 7 4.6336
2.65s 8 62.5536
2.65s 9 20.8512
2.66s 0 3.4752
2.66s 1 0
2.66s 2 136.691
2.66s 3 0
2.66s 4 79.9296
2.66s 5 1.1584
2.66s 6 1.1584
2.66s 7 209.67
2.66s 8 75.296
2.66s 9 1.1584
2.67s 0 78.7712
2.67s 1 16.2176
2.67s 2 66.0288
2.67s 3 8.1088
2.67s 4 120.474
2.67s 5 0
2.67s 6 100.781
2.67s 7 105.414
2.67s 8 84.5632
2.67s 9 0
2.68s 0 1.1584
2.68s 1 198.086
2.68s 2 55.6032
2.68s 3 129.741
2.68s 4 23.168
2.68s 5 0
2.68s 6 16.2176
2.68s 7 184.186
2.68s 8 166.81
2.68s 9 0
2.69s 0 0
2.69s 1 166.81
2.69s 2 5.792
2.69s 3 37.0688
2.69s 4 56.7616
2.69s 5 5.792
2.69s 6 12.7424
2.69s 7 28.96
2.69s 8 54.4448
2.69s 9 3.4752
2.7s 0 2.3168
2.7s 1 1.1584
2.7s 2 103.098
2.7s 3 83.4048
2.7s 4 34.752
2.7s 5 52.128
2.7s 6 193.453
2.7s 7 82.2464
2.7s 8 155.226
2.7s 9 200.403
2.71s 0 1.1584
2.71s 1 0
2.71s 2 1.1584
2.71s 3 11.584
2.71s 4 76.4544
2.71s 5 13.9008
2.71s 6 34.752
2.71s 7 266.432
2.71s 8 4.6336
2.71s 9 1.1584
2.72s 0 0
2.72s 1 5.792
2.72s 2 72.9792
2.72s 3 64.8704
2.72s 4 173.76
2.72s 5 1.1584
2.72s 6 179.552
2.72s 7 244.422
2.72s 8 177.235
2.72s 9 35.9104
2.73s 0 2.3168
2.73s 1 0
2.73s 2 50.9696
2.73s 3 1.1584
2.73s 4 55.6032
2.73s 5 0
2.73s 6 0
2.73s 7 118.157
2.73s 8 22.0096
2.73s 9 54.4448
2.74s 0 25.4848
2.74s 1 24.3264
2.74s 2 89.1968
2.74s 3 110.048
2.74s 4 104.256
2.74s 5 33.5936
2.74s 6 99.6224
2.74s 7 166.81
2.74s 8 1.1584
2.74s 9 59.0784
2.75s 0 1.1584
2.75s 1 108.89
2.75s 2 27.8016
2.75s 3 1.1584
2.75s 4 69.504
2.75s 5 2.3168
2.75s 6 42.8608
2.75s 7 184.186
2.75s 8 0
2.75s 9 75.296
2.76s 0 0
2.76s 1 132.058
2.76s 2 122.79
2.76s 3 0
2.76s 4 123.949
2.76s 5 33.5936
2.76s 6 149.434
2.76s 7 172.602
2.76s 8 5.792
2.76s 9 103.098
2.77s 0 62.5536
2.77s 1 28.96
2.77s 2 0
2.77s 3 5.792
2.77s 4 0
2.77s 5 66.0288
2.77s 6 30.1184
2.77s 7 3.4752
2.77s 8 413.549
2.77s 9 1.1584
2.78s 0 128.582
2.78s 1 99.6224
2.78s 2 34.752
2.78s 3 9.2672
2.78s 4 9.2672
2.78s 5 67.1872
2.78s 6 83.4048
2.78s 7 89.1968
2.78s 8 135.533
2.78s 9 0
2.79s 0 1.1584
2.79s 1 40.544
2.79s 2 37.0688
2.79s 3 403.123
2.79s 4 79.9296
2.79s 5 52.128
2.79s 6 156.384
2.79s 7 19.6928
2.79s 8 46.336
2.79s 9 2.3168
2.8s 0 0
2.8s 1 27.8016
2.8s 2 6.9504
2.8s 3 26.6432
2.8s 4 0
2.8s 5 4.6336
2.8s 6 50.9696
2.8s 7 1.1584
2.8s 8 57.92
2.8s 9 0
2.81s 0 0
2.81s 1 99.6224
2.81s 2 264.115
2.81s 3 75.296
2.81s 4 222.413
2.81s 5 101.939
2.81s 6 143.642
2.81s 7 139.008
2.81s 8 1.1584
2.81s 9 1.1584
2.82s 0 68.3456
2.82s 1 47.4944
2.82s 2 4.6336
2.82s 3 12.7424
2.82s 4 35.9104
2.82s 5 2.3168
2.82s 6 22.0096
2.82s 7 4.6336
2.82s 8 0
2.82s 9 0
2.83s 0 148.275
2.83s 1 104.256
2.83s 2 229.363
2.83s 3 84.5632
2.83s 4 63.712
2.83s 5 74.1376
2.83s 6 147.117
2.83s 7 55.6032
2.83s 8 9.2672
2.83s 9 47.4944
2.84s 0 98.464
2.84s 1 0
2.84s 2 132.058
2.84s 3 1.1584
2.84s 4 0
2.84s 5 1.1584
2.84s 6 62.5536
2.84s 7 1.1584
2.84s 8 1.1584
2.84s 9 1.1584
2.85s 0 176.077
2.85s 1 97.3056
2.85s 2 264.115
2.85s 3 0
2.85s 4 69.504
2.85s 5 82.2464
2.85s 6 223.571
2.85s 7 0
2.85s 8 0
2.85s 9 0
2.86s 0 86.88
2.86s 1 34.752
2.86s 2 34.752
2.86s 3 3.4752
2.86s 4 0
2.86s 5 8.1088
2.86s 6 70.6624
2.86s 7 114.682
2.86s 8 132.058
2.86s 9 18.5344
2.87s 0 6.9504
2.87s 1 86.88
2.87s 2 96.1472
2.87s 3 40.544
2.87s 4 53.2864
2.87s 5 101.939
2.87s 6 44.0192
2.87s 7 164.493
2.87s 8 254.848
2.87s 9 60.2368
2.88s 0 71.8208
2.88s 1 3.4752
2.88s 2 1.1584
2.88s 3 16.2176
2.88s 4 83.4048
2.88s 5 3.4752
2.88s 6 152.909
2.88s 7 9.2672
2.88s 8 0
2.88s 9 13.9008
2.89s 0 55.6032
2.89s 1 64.8704
2.89s 2 0
2.89s 3 55.6032
2.89s 4 66.0288
2.89s 5 50.9696
2.89s 6 96.1472
2.89s 7 67.1872
2.89s 8 44.0192
2.89s 9 81.088
2.9s 0 68.3456
2.9s 1 19.6928
2.9s 2 3.4752
2.9s 3 30.1184
2.9s 4 38.2272
2.9s 5 1.1584
2.9s 6 215.462
2.9s 7 262.957
2.9s 8 1.1584
2.9s 9 6.9504
2.91s 0 72.9792
2.91s 1 40.544
2.91s 2 32.4352
2.91s 3 94.9888
2.91s 4 41.7024
2.91s 5 0
2.91s 6 113.523
2.91s 7 186.502
2.91s 8 0
2.91s 9 37.0688
2.92s 0 49.8112
2.92s 1 35.9104
2.92s 2 6.9504
2.92s 3 2.3168
2.92s 4 148.275
2.92s 5 15.0592
2.92s 6 137.85
2.92s 7 2.3168
2.92s 8 15.0592
2.92s 9 315.085
2.93s 0 26.6432
2.93s 1 64.8704
2.93s 2 34.752
2.93s 3 4.6336
2.93s 4 53.2864
2.93s 5 18.5344
2.93s 6 77.6128
2.93s 7 34.752
2.93s 8 0
2.93s 9 84.5632
2.94s 0 114.682
2.94s 1 17.376
2.94s 2 19.6928
2.94s 3 1.1584
2.94s 4 55.6032
2.94s 5 40.544
2.94s 6 75.296
2.94s 7 419.341
2.94s 8 172.602
2.94s 9 104.256
2.95s 0 3.4752
2.95s 1 180.71
2.95s 2 28.96
2.95s 3 0
2.95s 4 10.4256
2.95s 5 16.2176
2.95s 6 0
2.95s 7 24.3264
2.95s 8 25.4848
2.95s 9 0
2.96s 0 22.0096
2.96s 1 164.493
2.96s 2 54.4448
2.96s 3 15.0592
2.96s 4 70.6624
2.96s 5 64.8704
2.96s 6 16.2176
2.96s 7 130.899
2.96s 8 27.8016
2.96s 9 19.6928
2.97s 0 71.8208
2.97s 1 52.128
2.97s 2 59.0784
2.97s 3 12.7424
2.97s 4 31.2768
2.97s 5 77.6128
2.97s 6 1.1584
2.97s 7 20.8512
2.97s 8 78.7712
2.97s 9 449.459
2.98s 0 16.2176
2.98s 1 33.5936
2.98s 2 23.168
2.98s 3 31.2768
2.98s 4 44.0192
2.98s 5 39.3856
2.98s 6 0
2.98s 7 15.0592
2.98s 8 56.7616
2.98s 9 52.128
2.99s 0 123.949
2.99s 1 63.712
2.99s 2 81.088
2.99s 3 23.168
2.99s 4 70.6624
2.99s 5 1.1584
2.99s 6 20.8512
2.99s 7 311.61
2.99s 8 19.6928
2.99s 9 130.899
3s 0 0
3s 1 47.4944
3s 2 104.256
3s 3 1.1584
3s 4 99.6224
3s 5 0
3s 6 6.9504
3s 7 5.792
3s 8 2.3168
3s 9 1.1584
3.01s 0 166.81
3.01s 1 1.1584
3.01s 2 235.155
3.01s 3 0
3.01s 4 186.502
3.01s 5 9.2672
3.01s 6 1.1584
3.01s 7 208.512
3.01s 8 31.2768
3.01s 9 136.691
3.02s 0 20.8512
3.02s 1 0
3.02s 2 3.4752
3.02s 3 5.792
3.02s 4 208.512
3.02s 5 1.1584
3.02s 6 0
3.02s 7 8.1088
3.02s 8 37.0688
3.02s 9 1.1584
3.03s 0 120.474
3.03s 1 35.9104
3.03s 2 198.086
3.03s 3 33.5936
3.03s 4 188.819
3.03s 5 0
3.03s 6 13.9008
3.03s 7 106.573
3.03s 8 66.0288
3.03s 9 115.84
3.04s 0 3.4752
3.04s 1 2.3168
3.04s 2 62.5536
3.04s 3 1.1584
3.04s 4 30.1184
3.04s 5 3.4752
3.04s 6 1.1584
3.04s 7 191.136
3.04s 8 100.781
3.04s 9 16.2176
3.05s 0 33.5936
3.05s 1 99.6224
3.05s 2 112.365
3.05s 3 0
3.05s 4 134.374
3.05s 5 27.8016
3.05s 6 0
3.05s 7 128.582
3.05s 8 82.2464
3.05s 9 93.8304
3.06s 0 75.296
3.06s 1 0
3.06s 2 37.0688
3.06s 3 88.0384
3.06s 4 47.4944
3.06s 5 15.0592
3.06s 6 94.9888
3.06s 7 52.128
3.06s 8 143.642
3.06s 9 24.3264
3.07s 0 50.9696
3.07s 1 2.3168
3.07s 2 84.5632
3.07s 3 37.0688
3.07s 4 8.1088
3.07s 5 35.9104
3.07s 6 72.9792
3.07s 7 31.2768
3.07s 8 63.712
3.07s 9 11.584
3.08s 0 33.5936
3.08s 1 1.1584
3.08s 2 18.5344
3.08s 3 1.1584
3.08s 4 275.699
3.08s 5 52.128
3.08s 6 1.1584
3.08s 7 222.413
3.08s 8 104.256
3.08s 9 206.195
3.09s 0 32.4352
3.09s 1 0
3.09s 2 23.168
3.09s 3 0
3.09s 4 63.712
3.09s 5 1.1584
3.09s 6 0
3.09s 7 31.2768
3.09s 8 78.7712
3.09s 9 22.0096
3.1s 0 48.6528
3.1s 1 184.186
3.1s 2 1.1584
3.1s 3 20.8512
3.1s 4 56.7616
3.1s 5 0
3.1s 6 9.2672
3.1s 7 176.077
3.1s 8 201.562
3.1s 9 228.205
3.11s 0 89.1968
3.11s 1 33.5936
3.11s 2 0
3.11s 3 15.0592
3.11s 4 4.6336
3.11s 5 44.0192
3.11s 6 13.9008
3.11s 7 8.1088
3.11s 8 89.1968
3.11s 9 63.712
3.12s 0 2.3168
3.12s 1 89.1968
3.12s 2 44.0192
3.12s 3 28.96
3.12s 4 108.89
3.12s 5 152.909
3.12s 6 108.89
3.12s 7 214.304
3.12s 8 90.3552
3.12s 9 112.365
3.13s 0 1.1584
3.13s 1 1.1584
3.13s 2 0
3.13s 3 17.376
3.13s 4 20.8512
3.13s 5 1.1584
3.13s 6 148.275
3.13s 7 92.672
3.13s 8 1.1584
3.13s 9 1.1584
3.14s 0 0
3.14s 1 149.434
3.14s 2 1.1584
3.14s 3 110.048
3.14s 4 106.573
3.14s 5 0
3.14s 6 159.859
3.14s 7 165.651
3.14s 8 81.088
3.14s 9 143.642
3.15s 0 44.0192
3.15s 1 5.792
3.15s 2 0
3.15s 3 0
3.15s 4 0
3.15s 5 2.3168
3.15s 6 122.79
3.15s 7 11.584
3.15s 8 401.965
3.15s 9 28.96
3.16s 0 113.523
3.16s 1 30.1184
3.16s 2 25.4848
3.16s 3 19.6928
3.16s 4 54.4448
3.16s 5 17.376
3.16s 6 113.523
3.16s 7 22.0096
3.16s 8 203.878
3.16s 9 126.266
3.17s 0 2.3168
3.17s 1 68.3456
3.17s 2 1.1584
3.17s 3 178.394
3.17s 4 1.1584
3.17s 5 45.1776
3.17s 6 99.6224
3.17s 7 246.739
3.17s 8 10.4256
3.17s 9 6.9504
3.18s 0 32.4352
3.18s 1 54.4448
3.18s 2 0
3.18s 3 62.5536
3.18s 4 0
3.18s 5 23.168
3.18s 6 70.6624
3.18s 7 81.088
3.18s 8 48.6528
3.18s 9 27.8016
3.19s 0 1.1584
3.19s 1 1.1584
3.19s 2 3.4752
3.19s 3 40.544
3.19s 4 15.0592
3.19s 5 240.947
3.19s 6 66.0288
3.19s 7 93.8304
3.19s 8 113.523
3.19s 9 132.058
3.2s 0 0
3.2s 1 0
3.2s 2 4.6336
3.2s 3 141.325
3.2s 4 26.6432
3.2s 5 161.018
3.2s 6 3.4752
3.2s 7 90.3552
3.2s 8 53.2864
3.2s 9 20.8512
3.21s 0 15.0592
3.21s 1 9.2672
3.21s 2 127.424
3.21s 3 347.52
3.21s 4 1.1584
3.21s 5 16.2176
3.21s 6 201.562
3.21s 7 30.1184
3.21s 8 118.157
3.21s 9 105.414
3.22s 0 12.7424
3.22s 1 26.6432
3.22s 2 8.1088
3.22s 3 18.5344
3.22s 4 0
3.22s 5 1.1584
3.22s 6 114.682
3.22s 7 3.4752
3.22s 8 76.4544
3.22s 9 32.4352
3.23s 0 1.1584
3.23s 1 16.2176
3.23s 2 97.3056
3.23s 3 298.867
3.23s 4 9.2672
3.23s 5 0
3.23s 6 345.203
3.23s 7 1.1584
3.23s 8 54.4448
3.23s 9 63.712
3.24s 0 0
3.24s 1 1.1584
3.24s 2 60.2368
3.24s 3 114.682
3.24s 4 27.8016
3.24s 5 3.4752
3.24s 6 105.414
3.24s 7 0
3.24s 8 10.4256
3.24s 9 217.779
3.25s 0 0
3.25s 1 0
3.25s 2 82.2464
3.25s 3 148.275
3.25s 4 24.3264
3.25s 5 24.3264
3.25s 6 136.691
3.25s 7 0
3.25s 8 3.4752
3.25s 9 86.88
3.26s 0 1.1584
3.26s 1 3.4752
3.26s 2 38.2272
3.26s 3 104.256
3.26s 4 208.512
3.26s 5 41.7024
3.26s 6 53.2864
3.26s 7 1.1584
3.26s 8 162.176
3.26s 9 130.899
3.27s 0 0
3.27s 1 2.3168
3.27s 2 26.6432
3.27s 3 68.3456
3.27s 4 60.2368
3.27s 5 3.4752
3.27s 6 33.5936
3.27s 7 0
3.27s 8 82.2464
3.27s 9 45.1776
3.28s 0 27.8016
3.28s 1 327.827
3.28s 2 32.4352
3.28s 3 72.9792
3.28s 4 46.336
3.28s 5 37.0688
3.28s 6 231.68
3.28s 7 19.6928
3.28s 8 49.8112
3.28s 9 114.682
3.29s 0 41.7024
3.29s 1 22.0096
3.29s 2 0
3.29s 3 41.7024
3.29s 4 1.1584
3.29s 5 56.7616
3.29s 6 6.9504
3.29s 7 191.136
3.29s 8 15.0592
3.29s 9 1.1584
3.3s 0 1.1584
3.3s 1 110.048
3.3s 2 89.1968
3.3s 3 1.1584
3.3s 4 157.542
3.3s 5 172.602
3.3s 6 118.157
3.3s 7 218.938
3.3s 8 1.1584
3.3s 9 122.79
3.31s 0 0
3.31s 1 15.0592
3.31s 2 0
3.31s 3 0
3.31s 4 78.7712
3.31s 5 39.3856
3.31s 6 35.9104
3.31s 7 85.7216
3.31s 8 0
3.31s 9 181.869
3.32s 0 25.4848
3.32s 1 62.5536
3.32s 2 75.296
3.32s 3 35.9104
3.32s 4 1.1584
3.32s 5 45.1776
3.32s 6 82.2464
3.32s 7 313.926
3.32s 8 44.0192
3.32s 9 276.858
3.33s 0 9.2672
3.33s 1 42.8608
3.33s 2 25.4848
3.33s 3 25.4848
3.33s 4 0
3.33s 5 74.1376
3.33s 6 77.6128
3.33s 7 41.7024
3.33s 8 10.4256
3.33s 9 46.336
3.34s 0 1.1584
3.34s 1 1.1584
3.34s 2 81.088
3.34s 3 30.1184
3.34s 4 28.96
3.34s 5 376.48
3.34s 6 1.1584
3.34s 7 227.046
3.34s 8 184.186
3.34s 9 77.6128
3.35s 0 0
3.35s 1 0
3.35s 2 84.5632
3.35s 3 16.2176
3.35s 4 25.4848
3.35s 5 6.9504
3.35s 6 0
3.35s 7 57.92
3.35s 8 30.1184
3.35s 9 151.75
3.36s 0 19.6928
3.36s 1 5.792
3.36s 2 32.4352
3.36s 3 90.3552
3.36s 4 32.4352
3.36s 5 236.314
3.36s 6 5.792
3.36s 7 113.523
3.36s 8 107.731
3.36s 9 330.144
3.37s 0 96.1472
3.37s 1 294.234
3.37s 2 1.1584
3.37s 3 3.4752
3.37s 4 20.8512
3.37s 5 31.2768
3.37s 6 18.5344
3.37s 7 19.6928
3.37s 8 0
3.37s 9 39.3856
3.38s 0 100.781
3.38s 1 163.334
3.38s 2 0
3.38s 3 85.7216
3.38s 4 59.0784
3.38s 5 30.1184
3.38s 6 26.6432
3.38s 7 62.5536
3.38s 8 1.1584
3.38s 9 130.899
3.39s 0 31.2768
3.39s 1 68.3456
3.39s 2 0
3.39s 3 2.3168
3.39s 4 92.672
3.39s 5 141.325
3.39s 6 60.2368
3.39s 7 15.0592
3.39s 8 0
3.39s 9 122.79
3.4s 0 3.4752
3.4s 1 70.6624
3.4s 2 3.4752
3.4s 3 9.2672
3.4s 4 50.9696
3.4s 5 66.0288
3.4s 6 31.2768
3.4s 7 71.8208
3.4s 8 0
3.4s 9 41.7024
3.41s 0 256.006
3.41s 1 108.89
3.41s 2 188.819
3.41s 3 1.1584
3.41s 4 52.128
3.41s 5 46.336
3.41s 6 132.058
3.41s 7 16.2176
3.41s 8 0
3.41s 9 91.5136
3.42s 0 38.2272
3.42s 1 60.2368
3.42s 2 62.5536
3.42s 3 0
3.42s 4 1.1584
3.42s 5 47.4944
3.42s 6 44.0192
3.42s 7 11.584
3.42s 8 0
3.42s 9 18.5344
3.43s 0 86.88
3.43s 1 52.128
3.43s 2 428.608
3.43s 3 33.5936
3.43s 4 89.1968
3.43s 5 84.5632
3.43s 6 323.194
3.43s 7 1.1584
3.43s 8 0
3.43s 9 106.573
3.44s 0 24.3264
3.44s 1 2.3168
3.44s 2 62.5536
3.44s 3 5.792
3.44s 4 27.8016
3.44s 5 56.7616
3.44s 6 149.434
3.44s 7 0
3.44s 8 3.4752
3.44s 9 74.1376
3.45s 0 75.296
3.45s 1 96.1472
3.45s 2 134.374
3.45s 3 1.1584
3.45s 4 44.0192
3.45s 5 15.0592
3.45s 6 386.906
3.45s 7 97.3056
3.45s 8 39.3856
3.45s 9 75.296
3.46s 0 1.1584
3.46s 1 0
3.46s 2 45.1776
3.46s 3 0
3.46s 4 11.584
3.46s 5 311.61
3.46s 6 0
3.46s 7 1.1584
3.46s 8 0
3.46s 9 10.4256
3.47s 0 0
3.47s 1 92.672
3.47s 2 188.819
3.47s 3 27.8016
3.47s 4 68.3456
3.47s 5 283.808
3.47s 6 254.848
3.47s 7 0
3.47s 8 1.1584
3.47s 9 64.8704
3.48s 0 5.792
3.48s 1 88.0384
3.48s 2 84.5632
3.48s 3 1.1584
3.48s 4 12.7424
3.48s 5 32.4352
3.48s 6 1.1584
3.48s 7 5.792
3.48s 8 0
3.48s 9 85.7216
3.49s 0 84.5632
3.49s 1 165.651
3.49s 2 1.1584
3.49s 3 0
3.49s 4 52.128
3.49s 5 227.046
3.49s 6 189.978
3.49s 7 69.504
3.49s 8 27.8016
3.49s 9 157.542
3.5s 0 0
3.5s 1 105.414
3.5s 2 0
3.5s 3 0
3.5s 4 0
3.5s 5 1.1584
3.5s 6 187.661
3.5s 7 15.0592
3.5s 8 1.1584
3.5s 9 1.1584
3.51s 0 1.1584
3.51s 1 183.027
3.51s 2 0
3.51s 3 33.5936
3.51s 4 59.0784
3.51s 5 170.285
3.51s 6 173.76
3.51s 7 40.544
3.51s 8 0
3.51s 9 225.888
3.52s 0 0
3.52s 1 1.1584
3.52s 2 1.1584
3.52s 3 41.7024
3.52s 4 27.8016
3.52s 5 1.1584
3.52s 6 63.712
3.52s 7 330.144
3.52s 8 38.2272
3.52s 9 12.7424
3.53s 0 33.5936
3.53s 1 104.256
3.53s 2 0
3.53s 3 94.9888
3.53s 4 49.8112
3.53s 5 0
3.53s 6 137.85
3.53s 7 150.592
3.53s 8 77.6128
3.53s 9 45.1776
3.54s 0 2.3168
3.54s 1 85.7216
3.54s 2 183.027
3.54s 3 8.1088
3.54s 4 68.3456
3.54s 5 0
3.54s 6 100.781
3.54s 7 32.4352
3.54s 8 1.1584
3.54s 9 167.968
3.55s 0 20.8512
3.55s 1 62.5536
3.55s 2 52.128
3.55s 3 5.792
3.55s 4 74.1376
3.55s 5 3.4752
3.55s 6 33.5936
3.55s 7 5.792
3.55s 8 99.6224
3.55s 9 20.8512
3.56s 0 25.4848
3.56s 1 16.2176
3.56s 2 98.464
3.56s 3 107.731
3.56s 4 55.6032
3.56s 5 107.731
3.56s 6 57.92
3.56s 7 300.026
3.56s 8 63.712
3.56s 9 186.502
3.57s 0 9.2672
3.57s 1 17.376
3.57s 2 86.88
3.57s 3 127.424
3.57s 4 3.4752
3.57s 5 0
3.57s 6 1.1584
3.57s 7 13.9008
3.57s 8 1.1584
3.57s 9 2.3168
3.58s 0 25.4848
3.58s 1 56.7616
3.58s 2 196.928
3.58s 3 223.571
3.58s 4 17.376
3.58s 5 99.6224
3.58s 6 97.3056
3.58s 7 108.89
3.58s 8 0
3.58s 9 93.8304
3.59s 0 1.1584
3.59s 1 265.274
3.59s 2 10.4256
3.59s 3 5.792
3.59s 4 195.77
3.59s 5 0
3.59s 6 53.2864
3.59s 7 45.1776
3.59s 8 0
3.59s 9 0
3.6s 0 0
3.6s 1 156.384
3.6s 2 26.6432
3.6s 3 70.6624
3.6s 4 116.998
3.6s 5 32.4352
3.6s 6 78.7712
3.6s 7 169.126
3.6s 8 25.4848
3.6s 9 46.336
3.61s 0 40.544
3.61s 1 50.9696
3.61s 2 38.2272
3.61s 3 1.1584
3.61s 4 118.157
3.61s 5 1.1584
3.61s 6 42.8608
3.61s 7 2.3168
3.61s 8 1.1584
3.61s 9 235.155
3.62s 0 61.3952
3.62s 1 133.216
3.62s 2 94.9888
3.62s 3 0
3.62s 4 111.206
3.62s 5 0
3.62s 6 69.504
3.62s 7 54.4448
3.62s 8 0
3.62s 9 195.77
3.63s 0 1.1584
3.63s 1 1.1584
3.63s 2 1.1584
3.63s 3 3.4752
3.63s 4 139.008
3.63s 5 83.4048
3.63s 6 32.4352
3.63s 7 296.55
3.63s 8 19.6928
3.63s 9 54.4448
3.64s 0 0
3.64s 1 60.2368
3.64s 2 0
3.64s 3 16.2176
3.64s 4 269.907
3.64s 5 84.5632
3.64s 6 68.3456
3.64s 7 186.502
3.64s 8 22.0096
3.64s 9 108.89
3.65s 0 15.0592
3.65s 1 6.9504
3.65s 2 0
3.65s 3 231.68
3.65s 4 0
3.65s 5 39.3856
3.65s 6 2.3168
3.65s 7 1.1584
3.65s 8 63.712
3.65s 9 151.75
3.66s 0 31.2768
3.66s 1 24.3264
3.66s 2 22.0096
3.66s 3 114.682
3.66s 4 35.9104
3.66s 5 54.4448
3.66s 6 75.296
3.66s 7 37.0688
3.66s 8 83.4048
3.66s 9 155.226
3.67s 0 1.1584
3.67s 1 1.1584
3.67s 2 13.9008
3.67s 3 88.0384
3.67s 4 183.027
3.67s 5 259.482
3.67s 6 16.2176
3.67s 7 1.1584
3.67s 8 3.4752
3.67s 9 8.1088
3.68s 0 0
3.68s 1 0
3.68s 2 37.0688
3.68s 3 67.1872
3.68s 4 119.315
3.68s 5 59.0784
3.68s 6 46.336
3.68s 7 0
3.68s 8 68.3456
3.68s 9 35.9104
3.69s 0 5.792
3.69s 1 25.4848
3.69s 2 1.1584
3.69s 3 93.8304
3.69s 4 156.384
3.69s 5 59.0784
3.69s 6 104.256
3.69s 7 8.1088
3.69s 8 30.1184
3.69s 9 330.144
3.7s 0 27.8016
3.7s 1 49.8112
3.7s 2 0
3.7s 3 64.8704
3.7s 4 88.0384
3.7s 5 32.4352
3.7s 6 81.088
3.7s 7 19.6928
3.7s 8 9.2672
3.7s 9 88.0384
3.71s 0 45.1776
3.71s 1 60.2368
3.71s 2 25.4848
3.71s 3 105.414
3.71s 4 45.1776
3.71s 5 1.1584
3.71s 6 30.1184
3.71s 7 1.1584
3.71s 8 456.41
3.71s 9 91.5136
3.72s 0 64.8704
3.72s 1 50.9696
3.72s 2 10.4256
3.72s 3 72.9792
3.72s 4 17.376
3.72s 5 0
3.72s 6 35.9104
3.72s 7 0
3.72s 8 82.2464
3.72s 9 70.6624
3.73s 0 1.1584
3.73s 1 1.1584
3.73s 2 77.6128
3.73s 3 18.5344
3.73s 4 225.888
3.73s 5 23.168
3.73s 6 107.731
3.73s 7 13.9008
3.73s 8 136.691
3.73s 9 346.362
3.74s 0 0
3.74s 1 0
3.74s 2 53.2864
3.74s 3 30.1184
3.74s 4 41.7024
3.74s 5 9.2672
3.74s 6 20.8512
3.74s 7 38.2272
3.74s 8 13.9008
3.74s 9 24.3264
3.75s 0 5.792
3.75s 1 15.0592
3.75s 2 64.8704
3.75s 3 316.243
3.75s 4 79.9296
3.75s 5 1.1584
3.75s 6 113.523
3.75s 7 1.1584
3.75s 8 126.266
3.75s 9 211.987
3.76s 0 18.5344
3.76s 1 28.96
3.76s 2 22.0096
3.76s 3 26.6432
3.76s 4 30.1184
3.76s 5 0
3.76s 6 0
3.76s 7 0
3.76s 8 161.018
3.76s 9 17.376
3.77s 0 41.7024
3.77s 1 62.5536
3.77s 2 93.8304
3.77s 3 178.394
3.77s 4 57.92
3.77s 5 13.9008
3.77s 6 39.3856
3.77s 7 8.1088
3.77s 8 79.9296
3.77s 9 90.3552
3.78s 0 69.504
3.78s 1 34.752
3.78s 2 50.9696
3.78s 3 62.5536
3.78s 4 335.936
3.78s 5 1.1584
3.78s 6 10.4256
3.78s 7 5.792
3.78s 8 201.562
3.78s 9 3.4752
3.79s 0 94.9888
3.79s 1 69.504
3.79s 2 9.2672
3.79s 3 54.4448
3.79s 4 39.3856
3.79s 5 0
3.79s 6 0
3.79s 7 11.584
3.79s 8 47.4944
3.79s 9 15.0592
3.8s 0 1.1584
3.8s 1 6.9504
3.8s 2 183.027
3.8s 3 141.325
3.8s 4 77.6128
3.8s 5 0
3.8s 6 332.461
3.8s 7 23.168
3.8s 8 93.8304
3.8s 9 57.92
3.81s 0 0
3.81s 1 1.1584
3.81s 2 1.1584
3.81s 3 20.8512
3.81s 4 42.8608
3.81s 5 0
3.81s 6 1.1584
3.81s 7 177.235
3.81s 8 76.4544
3.81s 9 33.5936
3.82s 0 3.4752
3.82s 1 0
3.82s 2 96.1472
3.82s 3 74.1376
3.82s 4 70.6624
3.82s 5 0
3.82s 6 91.5136
3.82s 7 130.899
3.82s 8 140.166
3.82s 9 111.206
3.83s 0 9.2672
3.83s 1 9.2672
3.83s 2 56.7616
3.83s 3 20.8512
3.83s 4 250.214
3.83s 5 0
3.83s 6 105.414
3.83s 7 50.9696
3.83s 8 31.2768
3.83s 9 25.4848
3.84s 0 5.792
3.84s 1 5.792
