#Time(s) flow thruput(Mb/s)
1.35s 7 352.256
1.35s 8 528.384
1.35s 9 1.2288
1.35s 10 498.074
1.35s 11 1.2288
1.35s 12 1.2288
1.35s 13 1.2288
1.35s 14 400.998
1.35s 15 1.2288
1.35s 16 457.523
1.35s 17 424.346
1.35s 18 0.8192
1.35s 19 554.598
1.36s 0 901.12
1.36s 1 903.578
1.36s 2 901.12
1.36s 3 899.891
1.36s 4 898.662
1.36s 5 896.614
1.36s 6 463.667
1.36s 7 363.725
1.36s 8 517.734
1.36s 9 1.2288
1.36s 10 525.107
1.36s 11 1.2288
1.36s 12 0.8192
1.36s 13 0.8192
1.36s 14 591.872
1.36s 15 1.2288
1.36s 16 458.752
1.36s 17 411.238
1.36s 18 1.2288
1.36s 19 344.064
1.37s 0 1009.25
1.37s 1 1011.3
1.37s 2 1017.04
1.37s 3 1011.3
1.37s 4 1006.8
1.37s 5 1008.84
1.37s 6 435.405
1.37s 7 434.586
1.37s 8 532.89
1.37s 9 1.2288
1.37s 10 496.845
1.37s 11 0.8192
1.37s 12 1.2288
1.37s 13 1.2288
1.37s 14 463.258
1.37s 15 1.2288
1.37s 16 564.019
1.37s 17 404.275
1.37s 18 1.2288
1.37s 19 414.925
1.38s 0 899.891
1.38s 1 899.072
1.38s 2 909.312
1.38s 3 897.843
1.38s 4 899.891
1.38s 5 897.843
1.38s 6 405.504
1.38s 7 548.864
1.38s 8 459.981
1.38s 9 1.2288
1.38s 10 527.155
1.38s 11 1.2288
1.38s 12 1.2288
1.38s 13 1.2288
1.38s 14 338.33
1.38s 15 0.8192
1.38s 16 479.642
1.38s 17 484.147
1.38s 18 1.2288
1.38s 19 484.147
1.39s 0 904.806
1.39s 1 906.854
1.39s 2 910.541
1.39s 3 902.349
1.39s 4 902.758
1.39s 5 903.578
1.39s 6 574.669
1.39s 7 570.163
1.39s 8 367.002
1.39s 9 0.8192
1.39s 10 376.422
1.39s 11 1.2288
1.39s 12 1.2288
1.39s 13 1.2288
1.39s 14 370.688
1.39s 15 1.2288
1.39s 16 292.864
1.39s 17 561.562
1.39s 18 1.2288
1.39s 19 544.358
1.4s 0 1013.76
1.4s 1 1011.3
1.4s 2 1013.76
1.4s 3 1011.3
1.4s 4 1014.58
1.4s 5 1011.3
1.4s 6 496.845
1.4s 7 558.285
1.4s 8 457.523
1.4s 9 1.2288
1.4s 10 295.322
1.4s 11 1.2288
1.4s 12 1.2288
1.4s 13 0
1.4s 14 383.386
1.4s 15 1.2288
1.4s 16 344.064
1.4s 17 639.386
1.4s 18 1.2288
1.4s 19 591.872
1.41s 0 903.578
1.41s 1 899.072
1.41s 2 901.12
1.41s 3 896.614
1.41s 4 899.072
1.41s 5 897.434
1.41s 6 591.872
1.41s 7 510.771
1.41s 8 446.054
1.41s 9 1.2288
1.41s 10 389.12
1.41s 11 1.2288
1.41s 12 1.2288
1.41s 13 1.2288
1.41s 14 355.533
1.41s 15 1.2288
1.41s 16 381.338
1.41s 17 529.613
1.41s 18 0.8192
1.41s 19 535.347
1.42s 0 910.131
1.42s 1 902.349
1.42s 2 901.12
1.42s 3 902.349
1.42s 4 901.12
1.42s 5 907.264
1.42s 6 486.605
1.42s 7 472.678
1.42s 8 363.725
1.42s 9 1.2288
1.42s 10 418.202
1.42s 11 1.2288
1.42s 12 0.8192
1.42s 13 1.2288
1.42s 14 435.814
1.42s 15 1.2288
1.42s 16 414.515
1.42s 17 510.771
1.42s 18 1.2288
1.42s 19 575.898
1.43s 0 1051.85
1.43s 1 1019.08
1.43s 2 1017.04
1.43s 3 1014.99
1.43s 4 1013.76
1.43s 5 1020.31
1.43s 6 574.669
1.43s 7 531.661
1.43s 8 560.742
1.43s 9 1.2288
1.43s 10 480.87
1.43s 11 0.8192
1.43s 12 1.2288
1.43s 13 0.8192
1.43s 14 418.202
1.43s 15 0.8192
1.43s 16 357.99
1.43s 17 325.632
1.43s 18 1.2288
1.43s 19 502.579
1.44s 0 878.182
1.44s 1 908.493
1.44s 2 901.53
1.44s 3 898.662
1.44s 4 899.891
1.44s 5 909.312
1.44s 6 579.174
1.44s 7 516.506
1.44s 8 515.277
1.44s 9 1.2288
1.44s 10 449.331
1.44s 11 1.2288
1.44s 12 1.2288
1.44s 13 1.2288
1.44s 14 361.267
1.44s 15 1.2288
1.44s 16 470.221
1.44s 17 361.267
1.44s 18 1.2288
1.44s 19 474.726
1.45s 0 909.312
1.45s 1 1015.81
1.45s 2 901.12
1.45s 3 900.301
1.45s 4 899.891
1.45s 5 910.541
1.45s 6 488.653
1.45s 7 400.998
1.45s 8 532.89
1.45s 9 0.8192
1.45s 10 367.411
1.45s 11 1.2288
1.45s 12 1.2288
1.45s 13 1.2288
1.45s 14 522.65
1.45s 15 1.2288
1.45s 16 468.173
1.45s 17 407.962
1.45s 18 1.2288
1.45s 19 489.062
1.46s 0 1019.49
1.46s 1 912.998
1.46s 2 1020.72
1.46s 3 1014.58
1.46s 4 1013.76
1.46s 5 1021.95
1.46s 6 475.955
1.46s 7 389.12
1.46s 8 482.099
1.46s 9 1.2288
1.46s 10 523.469
1.46s 11 1.2288
1.46s 12 1.2288
1.46s 13 1.2288
1.46s 14 590.643
1.46s 15 1.2288
1.46s 16 420.25
1.46s 17 443.597
1.46s 18 0.8192
1.46s 19 446.054
1.47s 0 899.072
1.47s 1 901.12
1.47s 2 977.306
1.47s 3 899.072
1.47s 4 896.614
1.47s 5 904.806
1.47s 6 536.576
1.47s 7 395.264
1.47s 8 414.515
1.47s 9 1.2288
1.47s 10 566.477
1.47s 11 1.2288
1.47s 12 1.2288
1.47s 13 1.2288
1.47s 14 580.403
1.47s 15 1.2288
1.47s 16 509.952
1.47s 17 389.12
1.47s 18 1.2288
1.47s 19 345.293
1.48s 0 898.662
1.48s 1 902.349
1.48s 2 835.584
1.48s 3 899.891
1.48s 4 901.12
1.48s 5 909.312
1.48s 6 440.32
1.48s 7 407.552
1.48s 8 439.091
1.48s 9 1.2288
1.48s 10 507.494
1.48s 11 1.2288
1.48s 12 0.8192
1.48s 13 1.2288
1.48s 14 407.552
1.48s 15 1.2288
1.48s 16 553.779
1.48s 17 476.365
1.48s 18 1.2288
1.48s 19 431.718
1.49s 0 1013.76
1.49s 1 1012.53
1.49s 2 1014.58
1.49s 3 1010.48
1.49s 4 1009.25
1.49s 5 1022.77
1.49s 6 446.874
1.49s 7 501.76
1.49s 8 463.258
1.49s 9 1.2288
1.49s 10 432.947
1.49s 11 0.8192
1.49s 12 1.2288
1.49s 13 0.8192
1.49s 14 433.357
1.49s 15 0.8192
1.49s 16 544.358
1.49s 17 407.552
1.49s 18 1.2288
1.49s 19 528.384
1.5s 0 898.662
1.5s 1 896.614
1.5s 2 899.072
1.5s 3 897.434
1.5s 4 898.662
1.5s 5 905.626
1.5s 6 527.155
1.5s 7 384.614
1.5s 8 552.55
1.5s 9 1.2288
1.5s 10 400.998
1.5s 11 1.2288
1.5s 12 1.2288
1.5s 13 1.2288
1.5s 14 466.944
1.5s 15 1.2288
1.5s 16 446.054
1.5s 17 338.33
1.5s 18 1.2288
1.5s 19 603.75
1.51s 0 900.301
1.51s 1 899.891
1.51s 2 901.12
1.51s 3 899.072
1.51s 4 900.301
1.51s 5 902.758
1.51s 6 392.806
1.51s 7 472.678
1.51s 8 482.099
1.51s 9 0.8192
1.51s 10 463.258
1.51s 11 1.2288
1.51s 12 1.2288
1.51s 13 1.2288
1.51s 14 373.965
1.51s 15 1.2288
1.51s 16 423.936
1.51s 17 425.165
1.51s 18 1.2288
1.51s 19 640.205
1.52s 0 1013.35
1.52s 1 1008.03
1.52s 2 1006.8
1.52s 3 1008.84
1.52s 4 1011.3
1.52s 5 1015.81
1.52s 6 361.267
1.52s 7 606.618
1.52s 8 480.87
1.52s 9 1.2288
1.52s 10 584.909
1.52s 11 1.2288
1.52s 12 1.2288
1.52s 13 1.2288
1.52s 14 339.558
1.52s 15 1.2288
1.52s 16 436.634
1.52s 17 386.662
1.52s 18 0.8192
1.52s 19 567.706
1.53s 0 904.806
1.53s 1 901.12
1.53s 2 898.662
1.53s 3 899.072
1.53s 4 897.434
1.53s 5 902.349
1.53s 6 312.934
1.53s 7 571.392
1.53s 8 539.443
1.53s 9 1.2288
1.53s 10 612.762
1.53s 11 1.2288
1.53s 12 1.2288
1.53s 13 1.2288
1.53s 14 440.32
1.53s 15 1.2288
1.53s 16 405.504
1.53s 17 271.155
1.53s 18 1.2288
1.53s 19 577.126
1.54s 0 907.264
1.54s 1 899.072
1.54s 2 897.843
1.54s 3 899.072
1.54s 4 896.614
1.54s 5 901.12
1.54s 6 472.678
1.54s 7 515.277
1.54s 8 530.842
1.54s 9 1.2288
1.54s 10 442.778
1.54s 11 1.2288
1.54s 12 0.8192
1.54s 13 1.2288
1.54s 14 432.947
1.54s 15 1.2288
1.54s 16 428.442
1.54s 17 212.992
1.54s 18 1.2288
1.54s 19 638.157
1.55s 0 1021.54
1.55s 1 1015.81
1.55s 2 1012.53
1.55s 3 1012.12
1.55s 4 1010.48
1.55s 5 1018.27
1.55s 6 636.928
1.55s 7 580.403
1.55s 8 448.102
1.55s 9 1.2288
1.55s 10 386.662
1.55s 11 0.8192
1.55s 12 1.2288
1.55s 13 0.8192
1.55s 14 442.778
1.55s 15 0.8192
1.55s 16 497.254
1.55s 17 286.31
1.55s 18 1.2288
1.55s 19 494.797
1.56s 0 904.806
1.56s 1 904.806
1.56s 2 903.578
1.56s 3 903.578
1.56s 4 901.12
1.56s 5 900.301
1.56s 6 697.549
1.56s 7 532.89
1.56s 8 377.651
1.56s 9 1.2288
1.56s 10 359.219
1.56s 11 1.2288
1.56s 12 1.2288
1.56s 13 1.2288
1.56s 14 467.763
1.56s 15 1.2288
1.56s 16 536.166
1.56s 17 345.293
1.56s 18 1.2288
1.56s 19 387.891
1.57s 0 905.626
1.57s 1 908.083
1.57s 2 908.083
1.57s 3 897.843
1.57s 4 898.662
1.57s 5 902.349
1.57s 6 642.662
1.57s 7 415.744
1.57s 8 545.587
1.57s 9 0
1.57s 10 363.725
1.57s 11 1.2288
1.57s 12 1.2288
1.57s 13 1.2288
1.57s 14 364.954
1.57s 15 1.2288
1.57s 16 517.734
1.57s 17 372.736
1.57s 18 1.2288
1.57s 19 451.789
1.58s 0 1013.76
1.58s 1 1022.77
1.58s 2 1017.04
1.58s 3 1008.84
1.58s 4 1008.03
1.58s 5 1015.81
1.58s 6 619.725
1.58s 7 499.302
1.58s 8 536.576
1.58s 9 0.8192
1.58s 10 396.083
1.58s 11 1.2288
1.58s 12 1.2288
1.58s 13 1.2288
1.58s 14 475.136
1.58s 15 1.2288
1.58s 16 558.285
1.58s 17 345.293
1.58s 18 0.8192
1.58s 19 325.632
1.59s 0 899.891
1.59s 1 909.312
1.59s 2 901.12
1.59s 3 899.072
1.59s 4 897.843
1.59s 5 901.12
1.59s 6 414.925
1.59s 7 565.248
1.59s 8 512.819
1.59s 9 1.2288
1.59s 10 518.963
1.59s 11 1.2288
1.59s 12 1.2288
1.59s 13 1.2288
1.59s 14 398.131
1.59s 15 1.2288
1.59s 16 513.229
1.59s 17 433.357
1.59s 18 1.2288
1.59s 19 379.699
1.6s 0 899.072
1.6s 1 907.264
1.6s 2 899.072
1.6s 3 897.843
1.6s 4 899.891
1.6s 5 900.301
1.6s 6 296.55
1.6s 7 552.55
1.6s 8 411.238
1.6s 9 1.2288
1.6s 10 515.686
1.6s 11 1.2288
1.6s 12 0.8192
1.6s 13 0.8192
1.6s 14 587.366
1.6s 15 1.2288
1.6s 16 421.888
1.6s 17 401.818
1.6s 18 1.2288
1.6s 19 486.605
1.61s 0 1012.53
1.61s 1 1013.35
1.61s 2 1011.3
1.61s 3 1012.53
1.61s 4 1008.84
1.61s 5 1011.3
1.61s 6 341.606
1.61s 7 513.229
1.61s 8 492.339
1.61s 9 1.2288
1.61s 10 481.69
1.61s 11 0.8192
1.61s 12 1.2288
1.61s 13 1.2288
1.61s 14 454.246
1.61s 15 0.8192
1.61s 16 443.597
1.61s 17 392.806
1.61s 18 1.2288
1.61s 19 619.725
1.62s 0 901.12
1.62s 1 899.072
1.62s 2 899.891
1.62s 3 899.891
1.62s 4 900.301
1.62s 5 901.12
1.62s 6 408.781
1.62s 7 515.686
1.62s 8 511.181
1.62s 9 1.2288
1.62s 10 581.632
1.62s 11 1.2288
1.62s 12 1.2288
1.62s 13 1.2288
1.62s 14 348.57
1.62s 15 1.2288
1.62s 16 432.947
1.62s 17 283.853
1.62s 18 1.2288
1.62s 19 639.386
1.63s 0 899.072
1.63s 1 901.12
1.63s 2 902.349
1.63s 3 899.891
1.63s 4 899.891
1.63s 5 901.12
1.63s 6 491.11
1.63s 7 345.293
1.63s 8 475.955
1.63s 9 1.2288
1.63s 10 517.734
1.63s 11 1.2288
1.63s 12 1.2288
1.63s 13 1.2288
1.63s 14 346.522
1.63s 15 1.2288
1.63s 16 537.805
1.63s 17 411.238
1.63s 18 1.2288
1.63s 19 553.779
1.64s 0 1013.35
1.64s 1 1008.84
1.64s 2 1018.27
1.64s 3 1009.25
1.64s 4 1016.22
1.64s 5 1012.53
1.64s 6 370.688
1.64s 7 430.899
1.64s 8 465.715
1.64s 9 0.8192
1.64s 10 500.531
1.64s 11 0
1.64s 12 1.2288
1.64s 13 1.2288
1.64s 14 396.083
1.64s 15 1.2288
1.64s 16 632.422
1.64s 17 508.314
1.64s 18 0.8192
1.64s 19 470.221
1.65s 0 902.758
1.65s 1 901.53
1.65s 2 904.806
1.65s 3 897.843
1.65s 4 901.12
1.65s 5 897.843
1.65s 6 483.328
1.65s 7 474.726
1.65s 8 524.698
1.65s 9 1.2288
1.65s 10 440.32
1.65s 11 1.2288
1.65s 12 0.8192
1.65s 13 1.2288
1.65s 14 450.56
1.65s 15 1.2288
1.65s 16 555.008
1.65s 17 442.778
1.65s 18 0
1.65s 19 352.256
1.66s 0 908.083
1.66s 1 902.349
1.66s 2 907.264
1.66s 3 896.205
1.66s 4 902.349
1.66s 5 898.662
1.66s 6 547.635
1.66s 7 528.384
1.66s 8 530.432
1.66s 9 1.2288
1.66s 10 397.312
1.66s 11 1.2288
1.66s 12 1.2288
1.66s 13 0.8192
1.66s 14 451.789
1.66s 15 0
1.66s 16 434.176
1.66s 17 352.256
1.66s 18 1.2288
1.66s 19 442.368
1.67s 0 1025.23
1.67s 1 1021.54
1.67s 2 1015.81
1.67s 3 1013.76
1.67s 4 1010.07
1.67s 5 1018.27
1.67s 6 541.082
1.67s 7 464.486
1.67s 8 499.302
1.67s 9 1.2288
1.67s 10 410.01
1.67s 11 0.8192
1.67s 12 1.2288
1.67s 13 1.2288
1.67s 14 428.851
1.67s 15 1.2288
1.67s 16 601.293
1.67s 17 466.534
1.67s 18 1.2288
1.67s 19 328.09
1.68s 0 905.626
1.68s 1 910.541
1.68s 2 898.662
1.68s 3 896.614
1.68s 4 900.301
1.68s 5 902.349
1.68s 6 368.64
1.68s 7 480.87
1.68s 8 485.376
1.68s 9 1.2288
1.68s 10 503.808
1.68s 11 1.2288
1.68s 12 1.2288
1.68s 13 1.2288
1.68s 14 472.269
1.68s 15 0.8192
1.68s 16 639.386
1.68s 17 329.318
1.68s 18 1.2288
1.68s 19 449.331
1.69s 0 902.349
1.69s 1 910.541
1.69s 2 899.072
1.69s 3 901.12
1.69s 4 896.614
1.69s 5 908.493
1.69s 6 330.957
1.69s 7 552.55
1.69s 8 493.568
1.69s 9 1.2288
1.69s 10 418.202
1.69s 11 1.2288
1.69s 12 1.2288
1.69s 13 1.2288
1.69s 14 528.384
1.69s 15 1.2288
1.69s 16 544.358
1.69s 17 468.992
1.69s 18 1.2288
1.69s 19 335.872
1.7s 0 1009.25
1.7s 1 1021.54
1.7s 2 1010.07
1.7s 3 1011.3
1.7s 4 1010.89
1.7s 5 1020.31
1.7s 6 413.696
1.7s 7 604.57
1.7s 8 403.046
1.7s 9 0.8192
1.7s 10 484.147
1.7s 11 1.2288
1.7s 12 1.2288
1.7s 13 1.2288
1.7s 14 503.808
1.7s 15 1.2288
1.7s 16 530.842
1.7s 17 441.139
1.7s 18 1.2288
1.7s 19 385.843
1.71s 0 897.434
1.71s 1 908.493
1.71s 2 900.301
1.71s 3 900.301
1.71s 4 897.843
1.71s 5 906.035
1.71s 6 323.174
1.71s 7 581.632
1.71s 8 444.826
1.71s 9 1.2288
1.71s 10 434.586
1.71s 11 1.2288
1.71s 12 0.8192
1.71s 13 1.2288
1.71s 14 366.182
1.71s 15 1.2288
1.71s 16 521.011
1.71s 17 412.467
1.71s 18 0.8192
1.71s 19 643.891
1.72s 0 897.843
1.72s 1 908.083
1.72s 2 898.662
1.72s 3 897.843
1.72s 4 899.072
1.72s 5 901.12
1.72s 6 304.742
1.72s 7 501.35
1.72s 8 489.062
1.72s 9 1.2288
1.72s 10 437.862
1.72s 11 1.2288
1.72s 12 0
1.72s 13 0.8192
1.72s 14 433.357
1.72s 15 1.2288
1.72s 16 496.026
1.72s 17 434.586
1.72s 18 1.2288
1.72s 19 566.477
1.73s 0 1010.07
1.73s 1 1020.31
1.73s 2 1017.04
1.73s 3 1010.07
1.73s 4 1007.62
1.73s 5 1012.53
1.73s 6 430.899
1.73s 7 436.634
1.73s 8 470.221
1.73s 9 1.2288
1.73s 10 355.533
1.73s 11 0.8192
1.73s 12 1.2288
1.73s 13 1.2288
1.73s 14 513.229
1.73s 15 1.2288
1.73s 16 463.258
1.73s 17 536.166
1.73s 18 1.2288
1.73s 19 549.274
1.74s 0 901.53
1.74s 1 909.722
1.74s 2 902.349
1.74s 3 896.614
1.74s 4 897.843
1.74s 5 904.806
1.74s 6 487.834
1.74s 7 428.851
1.74s 8 404.275
1.74s 9 1.2288
1.74s 10 331.366
1.74s 11 1.2288
1.74s 12 1.2288
1.74s 13 1.2288
1.74s 14 517.734
1.74s 15 0.8192
1.74s 16 517.734
1.74s 17 531.661
1.74s 18 1.2288
1.74s 19 499.302
1.75s 0 901.12
1.75s 1 905.626
1.75s 2 908.493
1.75s 3 902.349
1.75s 4 897.843
1.75s 5 902.349
1.75s 6 397.312
1.75s 7 474.726
1.75s 8 524.698
1.75s 9 0.8192
1.75s 10 493.568
1.75s 11 1.2288
1.75s 12 1.2288
1.75s 13 1.2288
1.75s 14 408.781
1.75s 15 1.2288
1.75s 16 591.872
1.75s 17 394.035
1.75s 18 1.2288
1.75s 19 376.422
1.76s 0 1021.54
1.76s 1 1012.53
1.76s 2 1022.77
1.76s 3 1014.58
1.76s 4 1011.3
1.76s 5 1013.35
1.76s 6 383.386
1.76s 7 563.2
1.76s 8 536.166
1.76s 9 1.2288
1.76s 10 527.974
1.76s 11 1.2288
1.76s 12 1.2288
1.76s 13 1.2288
1.76s 14 390.349
1.76s 15 1.2288
1.76s 16 515.686
1.76s 17 492.339
1.76s 18 1.2288
1.76s 19 368.23
1.77s 0 907.264
1.77s 1 896.614
1.77s 2 909.312
1.77s 3 897.843
1.77s 4 896.614
1.77s 5 902.758
1.77s 6 298.598
1.77s 7 544.358
1.77s 8 502.989
1.77s 9 1.2288
1.77s 10 582.861
1.77s 11 1.2288
1.77s 12 1.2288
1.77s 13 1.2288
1.77s 14 428.851
1.77s 15 1.2288
1.77s 16 429.67
1.77s 17 532.89
1.77s 18 0.8192
1.77s 19 398.541
1.78s 0 909.312
1.78s 1 895.386
1.78s 2 909.312
1.78s 3 896.614
1.78s 4 899.072
1.78s 5 902.349
1.78s 6 256
1.78s 7 443.597
1.78s 8 577.946
1.78s 9 1.2288
1.78s 10 458.752
1.78s 11 1.2288
1.78s 12 0.8192
1.78s 13 0.8192
1.78s 14 456.294
1.78s 15 1.2288
1.78s 16 406.733
1.78s 17 613.99
1.78s 18 1.2288
1.78s 19 454.246
1.79s 0 1025.23
1.79s 1 1008.84
1.79s 2 1022.77
1.79s 3 1011.3
1.79s 4 1012.12
1.79s 5 1020.31
1.79s 6 336.282
1.79s 7 588.595
1.79s 8 561.971
1.79s 9 1.2288
1.79s 10 485.376
1.79s 11 0.8192
1.79s 12 1.2288
1.79s 13 1.2288
1.79s 14 604.57
1.79s 15 0.8192
1.79s 16 423.936
1.79s 17 421.478
1.79s 18 1.2288
1.79s 19 357.99
1.8s 0 904.806
1.8s 1 901.53
1.8s 2 909.312
1.8s 3 901.12
1.8s 4 901.53
1.8s 5 910.541
1.8s 6 344.883
1.8s 7 590.643
1.8s 8 377.651
1.8s 9 1.2288
1.8s 10 456.294
1.8s 11 1.2288
1.8s 12 1.2288
1.8s 13 0
1.8s 14 563.2
1.8s 15 1.2288
1.8s 16 458.752
1.8s 17 513.229
1.8s 18 1.2288
1.8s 19 435.405
1.81s 0 908.083
1.81s 1 901.12
1.81s 2 904.806
1.81s 3 901.12
1.81s 4 903.578
1.81s 5 909.312
1.81s 6 447.283
1.81s 7 589.824
1.81s 8 325.222
1.81s 9 0.8192
1.81s 10 423.936
1.81s 11 1.2288
1.81s 12 1.2288
1.81s 13 1.2288
1.81s 14 376.422
1.81s 15 1.2288
1.81s 16 473.498
1.81s 17 545.587
1.81s 18 1.2288
1.81s 19 491.11
1.82s 0 1015.81
1.82s 1 1013.35
1.82s 2 1014.99
1.82s 3 1009.25
1.82s 4 1008.84
1.82s 5 1024
1.82s 6 415.744
1.82s 7 567.296
1.82s 8 328.09
1.82s 9 1.2288
1.82s 10 482.918
1.82s 11 1.2288
1.82s 12 1.2288
1.82s 13 1.2288
1.82s 14 446.874
1.82s 15 1.2288
1.82s 16 501.76
1.82s 17 612.762
1.82s 18 0.8192
1.82s 19 422.707
1.83s 0 899.891
1.83s 1 904.806
1.83s 2 901.12
1.83s 3 899.891
1.83s 4 898.662
1.83s 5 904.806
1.83s 6 416.973
1.83s 7 573.44
1.83s 8 456.294
1.83s 9 1.2288
1.83s 10 525.107
1.83s 11 1.2288
1.83s 12 1.2288
1.83s 13 1.2288
1.83s 14 367.411
1.83s 15 1.2288
1.83s 16 455.066
1.83s 17 502.579
1.83s 18 1.2288
1.83s 19 431.309
1.84s 0 897.843
1.84s 1 908.083
1.84s 2 906.035
1.84s 3 901.53
1.84s 4 896.614
1.84s 5 899.891
1.84s 6 339.558
1.84s 7 528.384
1.84s 8 623.411
1.84s 9 1.2288
1.84s 10 417.792
1.84s 11 1.2288
1.84s 12 0.8192
1.84s 13 1.2288
1.84s 14 323.174
1.84s 15 1.2288
1.84s 16 441.549
1.84s 17 447.283
1.84s 18 1.2288
1.84s 19 568.525
1.85s 0 1013.76
1.85s 1 1023.18
1.85s 2 1013.35
1.85s 3 1013.35
1.85s 4 1013.76
1.85s 5 1012.53
1.85s 6 403.046
1.85s 7 441.549
1.85s 8 591.872
1.85s 9 1.2288
1.85s 10 438.272
1.85s 11 0.8192
1.85s 12 1.2288
1.85s 13 0.8192
1.85s 14 442.368
1.85s 15 0.8192
1.85s 16 415.744
1.85s 17 542.31
1.85s 18 1.2288
1.85s 19 489.062
1.86s 0 899.072
1.86s 1 905.626
1.86s 2 906.035
1.86s 3 897.843
1.86s 4 899.891
1.86s 5 895.386
1.86s 6 461.21
1.86s 7 421.478
1.86s 8 492.339
1.86s 9 1.2288
1.86s 10 559.514
1.86s 11 1.2288
1.86s 12 1.2288
1.86s 13 1.2288
1.86s 14 439.091
1.86s 15 1.2288
1.86s 16 446.054
1.86s 17 453.018
1.86s 18 1.2288
1.86s 19 477.184
1.87s 0 898.662
1.87s 1 906.035
1.87s 2 908.083
1.87s 3 899.072
1.87s 4 900.301
1.87s 5 900.301
1.87s 6 517.734
1.87s 7 357.99
1.87s 8 439.91
1.87s 9 0.8192
1.87s 10 593.92
1.87s 11 1.2288
1.87s 12 1.2288
1.87s 13 1.2288
1.87s 14 380.109
1.87s 15 1.2288
1.87s 16 274.432
1.87s 17 633.242
1.87s 18 1.2288
1.87s 19 475.955
1.88s 0 1013.76
1.88s 1 1020.31
1.88s 2 1022.77
1.88s 3 1010.07
1.88s 4 1013.76
1.88s 5 1013.35
1.88s 6 517.734
1.88s 7 568.525
1.88s 8 392.806
1.88s 9 1.2288
1.88s 10 487.834
1.88s 11 1.2288
1.88s 12 1.2288
1.88s 13 1.2288
1.88s 14 494.387
1.88s 15 1.2288
1.88s 16 319.898
1.88s 17 454.246
1.88s 18 0.8192
1.88s 19 503.808
1.89s 0 899.891
1.89s 1 901.53
1.89s 2 904.806
1.89s 3 897.434
1.89s 4 897.434
1.89s 5 900.301
1.89s 6 461.21
1.89s 7 492.339
1.89s 8 496.026
1.89s 9 1.2288
1.89s 10 434.586
1.89s 11 1.2288
1.89s 12 1.2288
1.89s 13 1.2288
1.89s 14 525.926
1.89s 15 1.2288
1.89s 16 513.229
1.89s 17 407.962
1.89s 18 1.2288
1.89s 19 389.53
1.9s 0 897.843
1.9s 1 898.662
1.9s 2 896.614
1.9s 3 896.614
1.9s 4 900.301
1.9s 5 901.12
1.9s 6 451.789
1.9s 7 411.238
1.9s 8 462.029
1.9s 9 1.2288
1.9s 10 323.994
1.9s 11 1.2288
1.9s 12 0.8192
1.9s 13 1.2288
1.9s 14 482.099
1.9s 15 1.2288
1.9s 16 532.89
1.9s 17 506.266
1.9s 18 1.2288
1.9s 19 477.184
1.91s 0 1012.53
1.91s 1 1009.25
1.91s 2 1011.3
1.91s 3 1010.48
1.91s 4 1014.58
1.91s 5 1013.76
1.91s 6 326.451
1.91s 7 507.494
1.91s 8 493.568
1.91s 9 1.2288
1.91s 10 385.843
1.91s 11 0.8192
1.91s 12 1.2288
1.91s 13 0.8192
1.91s 14 609.075
1.91s 15 0.8192
1.91s 16 604.57
1.91s 17 466.534
1.91s 18 1.2288
1.91s 19 399.77
1.92s 0 903.578
1.92s 1 898.662
1.92s 2 899.072
1.92s 3 896.614
1.92s 4 902.349
1.92s 5 904.806
1.92s 6 371.917
1.92s 7 551.322
1.92s 8 367.002
1.92s 9 1.2288
1.92s 10 462.438
1.92s 11 1.2288
1.92s 12 1.2288
1.92s 13 1.2288
1.92s 14 479.642
1.92s 15 1.2288
1.92s 16 647.578
1.92s 17 398.541
1.92s 18 1.2288
1.92s 19 441.139
1.93s 0 897.843
1.93s 1 901.53
1.93s 2 895.386
1.93s 3 898.662
1.93s 4 894.566
1.93s 5 908.083
1.93s 6 390.349
1.93s 7 486.605
1.93s 8 418.202
1.93s 9 0.8192
1.93s 10 457.523
1.93s 11 1.2288
1.93s 12 1.2288
1.93s 13 1.2288
1.93s 14 542.31
1.93s 15 1.2288
1.93s 16 527.155
1.93s 17 428.851
1.93s 18 1.2288
1.93s 19 420.659
1.94s 0 1014.58
1.94s 1 1014.58
1.94s 2 1014.58
1.94s 3 1012.53
1.94s 4 1013.35
1.94s 5 1022.77
1.94s 6 442.778
1.94s 7 453.018
1.94s 8 607.027
1.94s 9 1.2288
1.94s 10 485.376
1.94s 11 1.2288
1.94s 12 1.2288
1.94s 13 1.2288
1.94s 14 379.699
1.94s 15 1.2288
1.94s 16 527.974
1.94s 17 397.312
1.94s 18 0.8192
1.94s 19 449.331
1.95s 0 899.072
1.95s 1 896.614
1.95s 2 899.072
1.95s 3 895.386
1.95s 4 896.614
1.95s 5 906.035
1.95s 6 482.918
1.95s 7 435.405
1.95s 8 500.531
1.95s 9 1.2288
1.95s 10 502.579
1.95s 11 1.2288
1.95s 12 0.8192
1.95s 13 1.2288
1.95s 14 250.266
1.95s 15 1.2288
1.95s 16 591.053
1.95s 17 460.8
1.95s 18 1.2288
1.95s 19 498.074
1.96s 0 898.662
1.96s 1 899.891
1.96s 2 906.854
1.96s 3 900.301
1.96s 4 899.072
1.96s 5 899.891
1.96s 6 604.57
1.96s 7 494.797
1.96s 8 458.752
1.96s 9 1.2288
1.96s 10 496.845
1.96s 11 0.8192
1.96s 12 1.2288
1.96s 13 0.8192
1.96s 14 412.467
