#Time(s) flow thruput(Mb/s)
3.2s 1 1013.35
3.2s 2 1014.58
3.2s 3 1013.76
3.2s 4 1019.49
3.2s 5 1010.07
3.2s 6 311.296
3.2s 7 595.558
3.2s 8 477.184
3.2s 9 1.2288
3.2s 10 513.229
3.2s 11 1.2288
3.2s 12 1.2288
3.2s 13 1.2288
3.2s 14 397.312
3.2s 15 1.2288
3.2s 16 432.947
3.2s 17 518.144
3.2s 18 0.8192
3.2s 19 529.203
3.21s 0 901.53
3.21s 1 897.843
3.21s 2 971.981
3.21s 3 897.434
3.21s 4 897.843
3.21s 5 897.843
3.21s 6 325.632
3.21s 7 603.341
3.21s 8 391.578
3.21s 9 1.2288
3.21s 10 517.734
3.21s 11 1.2288
3.21s 12 1.2288
3.21s 13 1.2288
3.21s 14 434.176
3.21s 15 1.2288
3.21s 16 382.566
3.21s 17 481.69
3.21s 18 1.2288
3.21s 19 584.909
3.22s 0 901.12
3.22s 1 899.891
3.22s 2 835.174
3.22s 3 901.53
3.22s 4 897.843
3.22s 5 896.614
3.22s 6 364.954
3.22s 7 520.192
3.22s 8 409.19
3.22s 9 1.2288
3.22s 10 482.918
3.22s 11 1.2288
3.22s 12 0.8192
3.22s 13 1.2288
3.22s 14 388.301
3.22s 15 1.2288
3.22s 16 410.01
3.22s 17 496.026
3.22s 18 1.2288
3.22s 19 601.293
3.23s 0 1015.81
3.23s 1 1009.25
3.23s 2 1014.99
3.23s 3 1008.84
3.23s 4 1008.84
3.23s 5 1010.07
3.23s 6 518.963
3.23s 7 412.467
3.23s 8 397.312
3.23s 9 1.2288
3.23s 10 385.843
3.23s 11 0.8192
3.23s 12 1.2288
3.23s 13 0.8192
3.23s 14 390.349
3.23s 15 0.8192
3.23s 16 478.413
3.23s 17 655.36
3.23s 18 1.2288
3.23s 19 532.89
3.24s 0 901.12
3.24s 1 898.662
3.24s 2 903.578
3.24s 3 899.072
3.24s 4 895.386
3.24s 5 899.891
3.24s 6 521.421
3.24s 7 411.238
3.24s 8 330.957
3.24s 9 1.2288
3.24s 10 492.339
3.24s 11 1.2288
3.24s 12 1.2288
3.24s 13 1.2288
3.24s 14 477.184
3.24s 15 1.2288
3.24s 16 442.368
3.24s 17 670.925
3.24s 18 1.2288
3.24s 19 370.688
3.25s 0 904.806
3.25s 1 897.843
3.25s 2 904.397
3.25s 3 899.891
3.25s 4 897.843
3.25s 5 895.795
3.25s 6 437.862
3.25s 7 429.67
3.25s 8 348.979
3.25s 9 0.8192
3.25s 10 541.901
3.25s 11 1.2288
3.25s 12 1.2288
3.25s 13 1.2288
3.25s 14 528.384
3.25s 15 1.2288
3.25s 16 444.826
3.25s 17 590.643
3.25s 18 1.2288
3.25s 19 332.595
3.26s 0 1015.81
3.26s 1 1008.84
3.26s 2 1009.25
3.26s 3 1008.03
3.26s 4 1010.07
3.26s 5 1011.3
3.26s 6 492.339
3.26s 7 420.659
3.26s 8 368.23
3.26s 9 1.2288
3.26s 10 498.483
3.26s 11 1.2288
3.26s 12 1.2288
3.26s 13 1.2288
3.26s 14 614.81
3.26s 15 1.2288
3.26s 16 463.258
3.26s 17 534.118
3.26s 18 0.8192
3.26s 19 373.965
3.27s 0 900.301
3.27s 1 899.072
3.27s 2 902.349
3.27s 3 899.891
3.27s 4 900.301
3.27s 5 897.434
3.27s 6 478.413
3.27s 7 525.926
3.27s 8 413.696
3.27s 9 1.2288
3.27s 10 510.771
3.27s 11 1.2288
3.27s 12 0.8192
3.27s 13 1.2288
3.27s 14 475.136
3.27s 15 1.2288
3.27s 16 497.254
3.27s 17 399.77
3.27s 18 1.2288
3.27s 19 409.19
3.28s 0 896.614
3.28s 1 895.386
3.28s 2 894.157
3.28s 3 896.614
3.28s 4 895.386
3.28s 5 896.614
3.28s 6 327.68
3.28s 7 539.853
3.28s 8 505.037
3.28s 9 1.2288
3.28s 10 416.973
3.28s 11 0.8192
3.28s 12 1.2288
3.28s 13 0.8192
3.28s 14 347.341
3.28s 15 1.2288
3.28s 16 507.085
3.28s 17 482.918
3.28s 18 1.2288
3.28s 19 536.166
3.29s 0 1008.84
3.29s 1 1016.22
3.29s 2 1011.3
3.29s 3 1012.53
3.29s 4 1011.3
3.29s 5 1011.3
3.29s 6 370.688
3.29s 7 570.982
3.29s 8 384.614
3.29s 9 0
3.29s 10 432.128
3.29s 11 1.2288
3.29s 12 1.2288
3.29s 13 1.2288
3.29s 14 470.63
3.29s 15 0.8192
3.29s 16 500.531
3.29s 17 559.514
3.29s 18 1.2288
3.29s 19 468.992
3.3s 0 897.843
3.3s 1 904.397
3.3s 2 897.843
3.3s 3 901.12
3.3s 4 897.843
3.3s 5 896.614
3.3s 6 327.68
3.3s 7 561.971
3.3s 8 436.634
3.3s 9 1.2288
3.3s 10 383.386
3.3s 11 1.2288
3.3s 12 1.2288
3.3s 13 1.2288
3.3s 14 515.277
3.3s 15 1.2288
3.3s 16 532.89
3.3s 17 531.661
3.3s 18 1.2288
3.3s 19 449.741
3.31s 0 899.072
3.31s 1 902.349
3.31s 2 897.843
3.31s 3 901.12
3.31s 4 899.891
3.31s 5 899.072
3.31s 6 286.31
3.31s 7 579.174
3.31s 8 499.302
3.31s 9 1.2288
3.31s 10 345.293
3.31s 11 1.2288
3.31s 12 1.2288
3.31s 13 1.2288
3.31s 14 534.118
3.31s 15 1.2288
3.31s 16 462.029
3.31s 17 518.963
3.31s 18 1.2288
3.31s 19 423.936
3.32s 0 1011.3
3.32s 1 1013.76
3.32s 2 1008.84
3.32s 3 1013.76
3.32s 4 1008.84
3.32s 5 1011.3
3.32s 6 365.773
3.32s 7 413.286
3.32s 8 570.982
3.32s 9 0.8192
3.32s 10 410.01
3.32s 11 1.2288
3.32s 12 1.2288
3.32s 13 1.2288
3.32s 14 550.093
3.32s 15 1.2288
3.32s 16 389.53
3.32s 17 420.659
3.32s 18 0.8192
3.32s 19 663.552
3.33s 0 903.578
3.33s 1 899.891
3.33s 2 897.843
3.33s 3 897.843
3.33s 4 900.301
3.33s 5 902.349
3.33s 6 462.438
3.33s 7 381.338
3.33s 8 501.76
3.33s 9 1.2288
3.33s 10 282.624
3.33s 11 0
3.33s 12 0.8192
3.33s 13 1.2288
3.33s 14 469.402
3.33s 15 1.2288
3.33s 16 519.782
3.33s 17 544.358
3.33s 18 1.2288
3.33s 19 574.669
3.34s 0 898.662
3.34s 1 896.614
3.34s 2 899.891
3.34s 3 897.843
3.34s 4 899.891
3.34s 5 897.843
3.34s 6 458.752
3.34s 7 444.826
3.34s 8 553.779
3.34s 9 1.2288
3.34s 10 253.542
3.34s 11 1.2288
3.34s 12 1.2288
3.34s 13 0.8192
3.34s 14 407.552
3.34s 15 1.2288
3.34s 16 591.053
3.34s 17 539.853
3.34s 18 1.2288
3.34s 19 414.925
3.35s 0 1011.3
3.35s 1 1013.76
3.35s 2 1011.3
3.35s 3 1013.35
3.35s 4 1011.3
3.35s 5 1014.58
3.35s 6 473.907
3.35s 7 430.899
3.35s 8 545.587
3.35s 9 1.2288
3.35s 10 330.138
3.35s 11 0.8192
3.35s 12 1.2288
3.35s 13 1.2288
3.35s 14 361.677
3.35s 15 0.8192
3.35s 16 612.762
3.35s 17 624.23
3.35s 18 0
3.35s 19 383.386
3.36s 0 901.12
3.36s 1 899.891
3.36s 2 899.072
3.36s 3 897.843
3.36s 4 901.12
3.36s 5 900.301
3.36s 6 498.074
3.36s 7 373.965
3.36s 8 465.306
3.36s 9 1.2288
3.36s 10 439.091
3.36s 11 1.2288
3.36s 12 1.2288
3.36s 13 1.2288
3.36s 14 368.23
3.36s 15 1.2288
3.36s 16 508.314
3.36s 17 620.954
3.36s 18 1.2288
3.36s 19 444.826
3.37s 0 897.843
3.37s 1 899.072
3.37s 2 901.12
3.37s 3 899.891
3.37s 4 897.843
3.37s 5 896.614
3.37s 6 458.752
3.37s 7 347.75
3.37s 8 484.557
3.37s 9 0.8192
3.37s 10 381.338
3.37s 11 1.2288
3.37s 12 1.2288
3.37s 13 1.2288
3.37s 14 507.494
3.37s 15 1.2288
3.37s 16 500.531
3.37s 17 564.019
3.37s 18 1.2288
3.37s 19 416.973
3.38s 0 1015.81
3.38s 1 1017.04
3.38s 2 1018.27
3.38s 3 1017.04
3.38s 4 1017.04
3.38s 5 1014.58
3.38s 6 517.734
3.38s 7 420.25
3.38s 8 559.514
3.38s 9 1.2288
3.38s 10 373.965
3.38s 11 1.2288
3.38s 12 1.2288
3.38s 13 1.2288
3.38s 14 473.498
3.38s 15 1.2288
3.38s 16 477.184
3.38s 17 697.549
3.38s 18 1.2288
3.38s 19 282.624
3.39s 0 900.301
3.39s 1 897.843
3.39s 2 897.843
3.39s 3 896.614
3.39s 4 900.301
3.39s 5 899.891
3.39s 6 474.726
3.39s 7 584.09
3.39s 8 482.918
3.39s 9 1.2288
3.39s 10 400.998
3.39s 11 1.2288
3.39s 12 0.8192
3.39s 13 1.2288
3.39s 14 357.99
3.39s 15 1.2288
3.39s 16 472.678
3.39s 17 527.974
3.39s 18 0.8192
3.39s 19 429.67
3.4s 0 902.349
3.4s 1 899.072
3.4s 2 899.891
3.4s 3 901.53
3.4s 4 901.12
3.4s 5 901.53
3.4s 6 476.365
3.4s 7 600.064
3.4s 8 446.054
3.4s 9 1.2288
3.4s 10 376.422
3.4s 11 1.2288
3.4s 12 1.2288
3.4s 13 0.8192
3.4s 14 420.659
3.4s 15 0
3.4s 16 395.264
3.4s 17 462.438
3.4s 18 1.2288
3.4s 19 505.037
3.41s 0 1010.07
3.41s 1 1010.07
3.41s 2 1011.3
3.41s 3 1012.12
3.41s 4 1012.53
3.41s 5 1011.3
3.41s 6 465.715
3.41s 7 589.414
3.41s 8 543.13
3.41s 9 1.2288
3.41s 10 349.798
3.41s 11 0.8192
3.41s 12 0
3.41s 13 1.2288
3.41s 14 465.715
3.41s 15 0.8192
3.41s 16 421.478
3.41s 17 548.864
3.41s 18 1.2288
3.41s 19 373.146
3.42s 0 896.614
3.42s 1 896.614
3.42s 2 894.566
3.42s 3 895.795
3.42s 4 896.614
3.42s 5 896.614
3.42s 6 573.03
3.42s 7 462.438
3.42s 8 469.402
3.42s 9 1.2288
3.42s 10 314.982
3.42s 11 1.2288
3.42s 12 1.2288
3.42s 13 1.2288
3.42s 14 487.424
3.42s 15 1.2288
3.42s 16 369.459
3.42s 17 627.917
3.42s 18 1.2288
3.42s 19 414.515
3.43s 0 900.301
3.43s 1 902.349
3.43s 2 896.614
3.43s 3 897.434
3.43s 4 901.12
3.43s 5 903.578
3.43s 6 669.696
3.43s 7 389.12
3.43s 8 451.789
3.43s 9 0.8192
3.43s 10 406.733
3.43s 11 1.2288
3.43s 12 1.2288
3.43s 13 1.2288
3.43s 14 333.824
3.43s 15 1.2288
3.43s 16 368.64
3.43s 17 667.238
3.43s 18 1.2288
3.43s 19 359.219
3.44s 0 1010.07
3.44s 1 1007.62
3.44s 2 1010.07
3.44s 3 1011.3
3.44s 4 1011.3
3.44s 5 1010.07
3.44s 6 502.989
3.44s 7 656.998
3.44s 8 372.736
3.44s 9 1.2288
3.44s 10 670.515
3.44s 11 1.2288
3.44s 12 1.2288
3.44s 13 1.2288
3.44s 14 337.101
3.44s 15 1.2288
3.44s 16 312.525
3.44s 17 544.358
3.44s 18 0.8192
3.44s 19 383.386
3.45s 0 899.891
3.45s 1 896.614
3.45s 2 897.434
3.45s 3 897.843
3.45s 4 901.12
3.45s 5 904.397
3.45s 6 318.259
3.45s 7 533.709
3.45s 8 507.494
3.45s 9 1.2288
3.45s 10 546.816
3.45s 11 1.2288
3.45s 12 1.2288
3.45s 13 0
3.45s 14 428.442
3.45s 15 1.2288
3.45s 16 457.523
3.45s 17 513.229
3.45s 18 1.2288
3.45s 19 413.696
3.46s 0 899.072
3.46s 1 901.53
3.46s 2 902.758
3.46s 3 903.578
3.46s 4 899.072
3.46s 5 903.578
3.46s 6 303.514
3.46s 7 522.65
3.46s 8 524.698
3.46s 9 1.2288
3.46s 10 548.045
3.46s 11 1.2288
3.46s 12 0.8192
3.46s 13 1.2288
3.46s 14 421.888
3.46s 15 1.2288
3.46s 16 377.651
3.46s 17 485.376
3.46s 18 1.2288
3.46s 19 491.11
3.47s 0 1011.3
3.47s 1 1007.62
3.47s 2 1008.84
3.47s 3 1010.07
3.47s 4 1011.3
3.47s 5 1012.53
3.47s 6 369.459
3.47s 7 451.789
3.47s 8 645.12
3.47s 9 1.2288
3.47s 10 537.395
3.47s 11 0.8192
3.47s 12 1.2288
3.47s 13 0.8192
3.47s 14 383.386
3.47s 15 0.8192
3.47s 16 505.037
3.47s 17 335.053
3.47s 18 1.2288
3.47s 19 544.358
3.48s 0 901.12
3.48s 1 899.072
3.48s 2 899.891
3.48s 3 904.806
3.48s 4 901.12
3.48s 5 900.301
3.48s 6 469.402
3.48s 7 495.616
3.48s 8 608.256
3.48s 9 1.2288
3.48s 10 482.918
3.48s 11 1.2288
3.48s 12 1.2288
3.48s 13 1.2288
3.48s 14 456.294
3.48s 15 1.2288
3.48s 16 344.064
3.48s 17 349.798
3.48s 18 1.2288
3.48s 19 508.723
3.49s 0 899.072
3.49s 1 897.434
3.49s 2 899.072
3.49s 3 903.578
3.49s 4 899.072
3.49s 5 898.662
3.49s 6 464.486
3.49s 7 403.046
3.49s 8 500.531
3.49s 9 0.8192
3.49s 10 566.477
3.49s 11 1.2288
3.49s 12 1.2288
3.49s 13 1.2288
3.49s 14 332.595
3.49s 15 1.2288
3.49s 16 532.89
3.49s 17 420.25
3.49s 18 1.2288
3.49s 19 439.91
3.5s 0 1014.58
3.5s 1 1010.48
3.5s 2 1008.84
3.5s 3 1014.58
3.5s 4 1010.07
3.5s 5 1006.8
3.5s 6 411.238
3.5s 7 579.174
3.5s 8 314.982
3.5s 9 1.2288
3.5s 10 477.594
3.5s 11 1.2288
3.5s 12 1.2288
3.5s 13 1.2288
3.5s 14 492.339
3.5s 15 1.2288
3.5s 16 598.835
3.5s 17 454.246
3.5s 18 0.8192
3.5s 19 440.32
3.51s 0 902.349
3.51s 1 897.434
3.51s 2 897.843
3.51s 3 974.438
3.51s 4 901.12
3.51s 5 896.614
3.51s 6 437.862
3.51s 7 627.917
3.51s 8 412.467
3.51s 9 1.2288
3.51s 10 470.221
3.51s 11 1.2288
3.51s 12 1.2288
3.51s 13 1.2288
3.51s 14 404.275
3.51s 15 1.2288
3.51s 16 485.376
3.51s 17 361.267
3.51s 18 1.2288
3.51s 19 541.082
3.52s 0 899.072
3.52s 1 899.072
3.52s 2 901.12
3.52s 3 941.67
3.52s 4 900.301
3.52s 5 899.072
3.52s 6 600.064
3.52s 7 446.054
3.52s 8 411.238
3.52s 9 1.2288
3.52s 10 386.662
3.52s 11 1.2288
3.52s 12 0.8192
3.52s 13 1.2288
3.52s 14 428.442
3.52s 15 1.2288
3.52s 16 497.254
3.52s 17 451.789
3.52s 18 1.2288
3.52s 19 451.789
3.53s 0 1011.3
3.53s 1 1014.58
3.53s 2 1013.76
3.53s 3 909.312
3.53s 4 1013.35
3.53s 5 1012.12
3.53s 6 649.626
3.53s 7 382.157
3.53s 8 457.523
3.53s 9 1.2288
3.53s 10 490.291
3.53s 11 0.8192
3.53s 12 1.2288
3.53s 13 0.8192
3.53s 14 513.229
3.53s 15 0.8192
3.53s 16 448.102
3.53s 17 455.475
3.53s 18 1.2288
3.53s 19 363.725
3.54s 0 901.12
3.54s 1 900.301
3.54s 2 897.843
3.54s 3 902.349
3.54s 4 899.072
3.54s 5 897.843
3.54s 6 432.128
3.54s 7 369.869
3.54s 8 443.597
3.54s 9 1.2288
3.54s 10 514.048
3.54s 11 1.2288
3.54s 12 1.2288
3.54s 13 1.2288
3.54s 14 581.632
3.54s 15 1.2288
3.54s 16 525.926
3.54s 17 529.203
3.54s 18 1.2288
3.54s 19 346.112
3.55s 0 899.072
3.55s 1 902.349
3.55s 2 901.12
3.55s 3 900.301
3.55s 4 901.12
3.55s 5 899.072
3.55s 6 384.614
3.55s 7 521.011
3.55s 8 521.421
3.55s 9 0.8192
3.55s 10 470.63
3.55s 11 1.2288
3.55s 12 1.2288
3.55s 13 1.2288
3.55s 14 418.202
3.55s 15 1.2288
3.55s 16 507.494
3.55s 17 546.816
3.55s 18 1.2288
3.55s 19 310.477
3.56s 0 1011.3
3.56s 1 1014.58
3.56s 2 1013.76
3.56s 3 1008.84
3.56s 4 1008.84
3.56s 5 1012.53
3.56s 6 630.374
3.56s 7 489.062
3.56s 8 401.818
3.56s 9 1.2288
3.56s 10 385.434
3.56s 11 1.2288
3.56s 12 1.2288
3.56s 13 1.2288
3.56s 14 474.726
3.56s 15 1.2288
3.56s 16 520.192
3.56s 17 440.32
3.56s 18 0.8192
3.56s 19 392.806
3.57s 0 894.157
3.57s 1 903.578
3.57s 2 899.891
3.57s 3 896.614
3.57s 4 894.566
3.57s 5 892.928
3.57s 6 567.706
3.57s 7 448.102
3.57s 8 357.99
3.57s 9 1.2288
3.57s 10 466.944
3.57s 11 1.2288
3.57s 12 1.2288
3.57s 13 1.2288
3.57s 14 428.851
3.57s 15 1.2288
3.57s 16 529.203
3.57s 17 450.56
3.57s 18 1.2288
3.57s 19 484.147
3.58s 0 902.349
3.58s 1 903.578
3.58s 2 904.806
3.58s 3 902.349
3.58s 4 901.12
3.58s 5 901.12
3.58s 6 547.635
3.58s 7 418.202
3.58s 8 294.093
3.58s 9 1.2288
3.58s 10 527.155
3.58s 11 1.2288
3.58s 12 0.8192
3.58s 13 0.8192
3.58s 14 485.376
3.58s 15 1.2288
3.58s 16 479.642
3.58s 17 501.35
3.58s 18 1.2288
3.58s 19 404.275
3.59s 0 1006.8
3.59s 1 1050.62
3.59s 2 1049.4
3.59s 3 1008.84
3.59s 4 1006.8
3.59s 5 1010.07
3.59s 6 556.237
3.59s 7 376.422
3.59s 8 366.182
3.59s 9 1.2288
3.59s 10 716.8
3.59s 11 0.8192
3.59s 12 1.2288
3.59s 13 1.2288
3.59s 14 472.269
3.59s 15 0.8192
3.59s 16 545.587
3.59s 17 442.778
3.59s 18 1.2288
3.59s 19 301.466
3.6s 0 901.12
3.6s 1 875.725
3.6s 2 873.677
3.6s 3 899.072
3.6s 4 898.662
3.6s 5 901.53
3.6s 6 545.587
3.6s 7 454.246
3.6s 8 435.405
3.6s 9 1.2288
3.6s 10 502.989
3.6s 11 1.2288
3.6s 12 1.2288
3.6s 13 1.2288
3.6s 14 434.586
3.6s 15 1.2288
3.6s 16 566.477
3.6s 17 357.99
3.6s 18 1.2288
3.6s 19 425.984
3.61s 0 899.072
3.61s 1 901.53
3.61s 2 905.626
3.61s 3 896.614
3.61s 4 899.072
3.61s 5 896.614
3.61s 6 502.579
3.61s 7 524.698
3.61s 8 475.136
3.61s 9 0.8192
3.61s 10 373.965
3.61s 11 1.2288
3.61s 12 1.2288
3.61s 13 1.2288
3.61s 14 418.202
3.61s 15 1.2288
3.61s 16 565.248
3.61s 17 335.872
3.61s 18 1.2288
3.61s 19 470.63
3.62s 0 1015.81
3.62s 1 1014.58
3.62s 2 1017.04
3.62s 3 1013.76
3.62s 4 1014.58
3.62s 5 1014.58
3.62s 6 572.211
3.62s 7 485.376
3.62s 8 411.238
3.62s 9 0
3.62s 10 407.962
3.62s 11 1.2288
3.62s 12 1.2288
3.62s 13 1.2288
3.62s 14 462.029
3.62s 15 1.2288
3.62s 16 499.302
3.62s 17 379.699
3.62s 18 0.8192
3.62s 19 552.55
3.63s 0 898.662
3.63s 1 894.157
3.63s 2 899.072
3.63s 3 896.614
3.63s 4 897.843
3.63s 5 894.157
3.63s 6 443.597
3.63s 7 508.723
3.63s 8 380.928
3.63s 9 1.2288
3.63s 10 413.286
3.63s 11 1.2288
3.63s 12 0.8192
3.63s 13 1.2288
3.63s 14 610.714
3.63s 15 1.2288
3.63s 16 473.907
3.63s 17 370.688
3.63s 18 1.2288
3.63s 19 516.506
3.64s 0 899.072
3.64s 1 900.301
3.64s 2 899.891
3.64s 3 903.578
3.64s 4 900.301
3.64s 5 900.301
3.64s 6 435.814
3.64s 7 446.874
3.64s 8 476.365
3.64s 9 1.2288
3.64s 10 449.741
3.64s 11 0.8192
3.64s 12 1.2288
3.64s 13 0.8192
3.64s 14 515.277
3.64s 15 1.2288
3.64s 16 429.67
3.64s 17 454.246
3.64s 18 1.2288
3.64s 19 472.678
3.65s 0 1013.76
3.65s 1 1014.58
3.65s 2 1016.22
3.65s 3 1014.58
3.65s 4 1013.35
3.65s 5 1014.58
3.65s 6 360.038
3.65s 7 416.973
3.65s 8 464.486
3.65s 9 1.2288
3.65s 10 449.331
3.65s 11 1.2288
3.65s 12 1.2288
3.65s 13 1.2288
3.65s 14 462.438
3.65s 15 0.8192
3.65s 16 456.294
3.65s 17 555.008
3.65s 18 1.2288
3.65s 19 625.459
3.66s 0 903.578
3.66s 1 902.349
3.66s 2 902.349
3.66s 3 903.578
3.66s 4 903.578
3.66s 5 907.264
3.66s 6 360.448
3.66s 7 453.018
3.66s 8 546.816
3.66s 9 1.2288
3.66s 10 447.283
3.66s 11 1.2288
3.66s 12 1.2288
3.66s 13 1.2288
3.66s 14 451.789
3.66s 15 1.2288
3.66s 16 515.686
3.66s 17 362.496
3.66s 18 1.2288
3.66s 19 611.533
3.67s 0 897.434
3.67s 1 899.072
3.67s 2 902.349
3.67s 3 899.891
3.67s 4 897.843
3.67s 5 897.843
3.67s 6 461.21
3.67s 7 487.834
3.67s 8 418.202
3.67s 9 1.2288
3.67s 10 522.24
3.67s 11 1.2288
3.67s 12 1.2288
3.67s 13 1.2288
3.67s 14 543.13
3.67s 15 1.2288
3.67s 16 414.515
3.67s 17 456.294
3.67s 18 1.2288
3.67s 19 395.264
3.68s 0 1010.48
3.68s 1 1010.07
3.68s 2 1012.53
3.68s 3 1013.76
3.68s 4 1013.76
3.68s 5 1008.84
3.68s 6 411.238
3.68s 7 477.184
3.68s 8 434.176
3.68s 9 0.8192
3.68s 10 514.458
3.68s 11 0
3.68s 12 1.2288
3.68s 13 1.2288
3.68s 14 487.834
3.68s 15 1.2288
3.68s 16 505.037
3.68s 17 453.018
3.68s 18 0.8192
3.68s 19 471.45
3.69s 0 904.397
3.69s 1 902.349
3.69s 2 904.397
3.69s 3 903.578
3.69s 4 904.397
3.69s 5 902.349
3.69s 6 435.405
3.69s 7 377.651
3.69s 8 433.357
3.69s 9 1.2288
3.69s 10 436.634
3.69s 11 1.2288
3.69s 12 0.8192
3.69s 13 1.2288
3.69s 14 451.789
3.69s 15 1.2288
3.69s 16 531.661
3.69s 17 458.752
3.69s 18 1.2288
3.69s 19 591.872
3.7s 0 1006.8
3.7s 1 900.301
3.7s 2 900.301
3.7s 3 902.349
3.7s 4 902.349
3.7s 5 1007.62
3.7s 6 489.882
3.7s 7 555.827
3.7s 8 536.166
3.7s 9 1.2288
3.7s 10 385.843
3.7s 11 1.2288
3.7s 12 1.2288
3.7s 13 0.8192
3.7s 14 425.984
3.7s 15 1.2288
3.7s 16 380.109
3.7s 17 360.038
3.7s 18 0
3.7s 19 530.432
3.71s 0 911.77
3.71s 1 1018.27
3.71s 2 1014.58
3.71s 3 1014.58
3.71s 4 1016.22
3.71s 5 914.227
3.71s 6 507.494
3.71s 7 434.586
3.71s 8 552.55
3.71s 9 1.2288
3.71s 10 397.312
3.71s 11 0.8192
3.71s 12 1.2288
3.71s 13 1.2288
3.71s 14 570.163
3.71s 15 0.8192
3.71s 16 434.176
3.71s 17 420.659
3.71s 18 1.2288
3.71s 19 496.845
3.72s 0 901.12
3.72s 1 901.12
3.72s 2 902.349
3.72s 3 901.53
3.72s 4 901.12
3.72s 5 899.891
3.72s 6 493.568
3.72s 7 376.422
3.72s 8 419.43
3.72s 9 1.2288
3.72s 10 380.928
3.72s 11 1.2288
3.72s 12 0
3.72s 13 1.2288
3.72s 14 568.934
3.72s 15 1.2288
3.72s 16 434.586
3.72s 17 527.155
3.72s 18 1.2288
3.72s 19 543.539
3.73s 0 902.349
3.73s 1 899.891
3.73s 2 901.53
3.73s 3 901.12
3.73s 4 901.12
3.73s 5 901.53
3.73s 6 457.523
3.73s 7 586.138
3.73s 8 425.165
3.73s 9 0.8192
3.73s 10 478.413
3.73s 11 1.2288
3.73s 12 1.2288
3.73s 13 1.2288
3.73s 14 435.405
3.73s 15 1.2288
3.73s 16 383.386
3.73s 17 397.312
3.73s 18 1.2288
3.73s 19 517.734
3.74s 0 1013.76
3.74s 1 1014.99
3.74s 2 1017.04
3.74s 3 1017.04
3.74s 4 1014.99
3.74s 5 1013.35
3.74s 6 550.093
3.74s 7 426.394
3.74s 8 396.083
3.74s 9 1.2288
3.74s 10 470.63
3.74s 11 1.2288
3.74s 12 1.2288
3.74s 13 1.2288
3.74s 14 495.616
3.74s 15 1.2288
3.74s 16 357.99
3.74s 17 537.395
3.74s 18 1.2288
3.74s 19 531.661
3.75s 0 898.662
3.75s 1 899.891
3.75s 2 898.662
3.75s 3 901.12
3.75s 4 901.12
3.75s 5 900.301
3.75s 6 420.659
3.75s 7 357.99
3.75s 8 449.741
3.75s 9 1.2288
3.75s 10 499.302
3.75s 11 1.2288
3.75s 12 1.2288
3.75s 13 1.2288
3.75s 14 518.963
3.75s 15 1.2288
3.75s 16 408.781
3.75s 17 636.109
3.75s 18 0.8192
3.75s 19 443.597
3.76s 0 900.301
3.76s 1 899.072
3.76s 2 900.301
3.76s 3 897.843
3.76s 4 899.891
3.76s 5 898.662
3.76s 6 355.533
3.76s 7 363.725
3.76s 8 521.011
3.76s 9 1.2288
3.76s 10 385.434
3.76s 11 1.2288
3.76s 12 0.8192
3.76s 13 0.8192
3.76s 14 556.237
3.76s 15 0.8192
3.76s 16 427.622
3.76s 17 570.982
3.76s 18 1.2288
3.76s 19 496.845
3.77s 0 1010.07
3.77s 1 1012.53
3.77s 2 1012.53
3.77s 3 1012.53
3.77s 4 1011.3
3.77s 5 1011.3
3.77s 6 577.946
3.77s 7 529.203
3.77s 8 524.698
3.77s 9 1.2288
3.77s 10 494.797
3.77s 11 0.8192
3.77s 12 1.2288
3.77s 13 1.2288
3.77s 14 317.44
3.77s 15 1.2288
3.77s 16 323.174
3.77s 17 408.781
3.77s 18 1.2288
3.77s 19 585.318
3.78s 0 899.891
3.78s 1 899.891
3.78s 2 899.891
3.78s 3 901.12
3.78s 4 901.53
3.78s 5 899.072
3.78s 6 565.248
3.78s 7 548.045
3.78s 8 394.035
3.78s 9 1.2288
3.78s 10 613.99
3.78s 11 1.2288
3.78s 12 1.2288
3.78s 13 1.2288
3.78s 14 312.525
3.78s 15 1.2288
3.78s 16 333.414
3.78s 17 317.44
3.78s 18 1.2288
3.78s 19 627.917
3.79s 0 897.843
3.79s 1 896.614
3.79s 2 897.843
3.79s 3 897.843
3.79s 4 896.614
3.79s 5 897.843
3.79s 6 612.762
3.79s 7 434.586
3.79s 8 278.118
3.79s 9 0.8192
3.79s 10 607.027
3.79s 11 1.2288
3.79s 12 1.2288
3.79s 13 1.2288
3.79s 14 405.504
3.79s 15 0
3.79s 16 368.64
3.79s 17 399.77
3.79s 18 1.2288
3.79s 19 569.754
3.8s 0 1008.03
3.8s 1 1010.07
3.8s 2 1008.84
3.8s 3 1008.03
3.8s 4 1006.39
3.8s 5 1010.07
3.8s 6 559.514
3.8s 7 566.477
3.8s 8 394.854
3.8s 9 1.2288
3.8s 10 527.974
3.8s 11 1.2288
3.8s 12 1.2288
3.8s 13 1.2288
3.8s 14 378.88
3.8s 15 1.2288
3.8s 16 349.798
3.8s 17 462.029
3.8s 18 0.8192
3.8s 19 522.24
3.81s 0 901.12
3.81s 1 897.843
3.81s 2 900.301
3.81s 3 901.12
3.81s 4 901.53
3.81s 5 897.434
3.81s 6 537.805
3.81s 7 503.808
3.81s 8 344.064
3.81s 9 1.2288
